id,Country,Continent,fhs,gov,Capital,pnr,Topography,Climate,le,imr,pcod,GDPPC,cer,bmi,gdpg,ii,cpi,hioef,lr,Religions,Languages,Population
Nicaragua,Nicaragua,South America,44/100 (2018),presidential republic,Managua,"gold, silver, copper, tungsten, lead, zinc, timber, fish",extensive Atlantic coastal plains rising to central interior mountains; narrow Pacific coastal plain interrupted by volcanoes,"tropical in lowlands, cooler in highlands",73.5 years(2017),"18.3 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Kidney Disease, 4- Diabetes Mellitus, 5- Liver Disease (2017)","$5,800 2017 EST.",31.33 Córdobas to 1 U.S. Dollar (March 2018),No Data,4.3% (2017),46.6% (2014),26 and 145th/176 (2016),58.9 overall (2018),82.8% (2015),"Roman Catholic 51.6%, Evangelical 33.9%, other 1.5%, unspecified 12.9%, none 0.2% (2016 est.)","Spanish (official) 95.3%, Miskito 2.2%, Mestizo of the Caribbean coast 2%, other 0.5%. note: English and indigenous languages found on the Caribbean coast (2005 est.)","6,025,951 (July 2017)"
Honduras,Honduras,South America,48/100 (2018),presidential republic,Tegucigalpa,"timber, gold, silver, copper, lead, zinc, iron ore, antimony, coal, fish, hydropower","mostly mountains in interior, narrow coastal plains","subtropical in lowlands, temperate in mountains",71.2 years(2017),"17.2 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3-Violence, 4- Lung Disease, 5- HIV/AIDS (2017)","$5,500 2017 EST.",23.62 Lempiras to 1 U.S. Dollar (March 2018),No Data,3.6% (2017),50.1% (2015),30 and 123rd/176 (2016),60.6 overall (2018),89% (2015),"Roman Catholic 46%, Protestant 41%, atheist 1%, other 2%, none 9% (2014 est.)","Spanish (official), Amerindian dialects","9,038,741 (July 2017). note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected."
El_Salvador,El_Salvador,South America,70/100 (2018),presidential republic,San Salvador,"hydropower, geothermal power, petroleum, arable land",mostly mountains with narrow coastal belt and central plateau,tropical; rainy season (May to October); dry season (November to April); tropical on coast; temperate in uplands,74.9 years(2017),"16.8 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Viloence, 3- Influenza and Pneumonia, 4- Diabetes Mellitus, 5- Stroke (2017)","$8,900 2017 EST.",8.75 Colónes to 1 U.S. Dollar (March 2018),No Data,2.1% (2017),40.8% (2015),36 and 95th/176 (2016),63.2 overall (2018),88% (2015),"Roman Catholic 50%, Protestant 36%, other 2%, none 12% (2014 est.)","Spanish (official), Nawat (among some Amerindians)","6,172,011 (July 2017)"
Belize,Belize,South America,86/100 (2018),parliamentary democracy (National Assembly) under a constitutional monarchy; a Commonwealth realm,Belmopan,"arable land potential, timber, fish, hydropower","flat, swampy coastal plain; low mountains in south",tropical; very hot and humid; rainy season (May to November); dry season (February to May),68.9 years(2017),"18.9 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Diabetes Mellitus, 3- Stroke, 4- Prostate Cancer, 5- Violence","$8,300 2017 EST.",2.01 Belize Dollars to 1 U.S. Dollar (March 2018),No Data,2.3% (2017),53.3% (1999),Not avaliable ,57.1 overall (2018),No Data,"Roman Catholic 40.1%, Protestant 31.5% (includes Pentecostal 8.4%, Seventh Day Adventist 5.4%, Anglican 4.7%, Mennonite 3.7%, Baptist 3.6%, Methodist 2.9%, Nazarene 2.8%), Jehovah's Witness 1.7%, other 10.5% (includes Baha'i, Buddhist, Hindu, Mormon, Muslim, Rastafarian, Salvation Army), unspecified 0.6%, none 15.5% (2010 est.)","English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak). note: shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.).","360,346 (July 2017)"
Guatemala,Guatemala,South America,56/100 (2018),presidential republic,Guatemala City,"petroleum, nickel, rare woods, fish, chicle, hydropower","two east-west trending mountain chains divide the country into three regions: the mountainous highlands, the Pacific coast south of mountains, and the vast northern Peten lowlands","tropical; hot, humid in lowlands; cooler in highlands",72.6 years(2017),"21.3 deaths/1,000 live births(2017)","1- Influenza and Pneumonia, 2- Violence, 3- Coronary Heart Disease, 4- Diabetes Mellitus, 5- Stroke (2017)","$8,200 2017 EST.",7.42 Quetzales to 1 U.S. Dollar (March 2018),No Data,3.4% (2017),48.7% (2014),28 and 136th/176 (2016),63.4 overall (2018),81.5% (2015),"Roman Catholic, Protestant, indigenous Mayan beliefs","Spanish (official) 68.9%, Maya languages 30.9% (K'iche 8.7%, Q'eqchi 7%, Mam 4.6%, Kaqchikel 4.3%, other 6.3%), other 0.3% (includes Xinca and Garifuna). note: the 2003 Law of National Languages officially recognized 23 indigenous languages, including 21 Maya languages, Xinka, and Garifuna (2001 est.)","15,460,732 (July 2017)"
Mexico,Mexico,South America,62/100 (2018),federal presidential republic,Mexico City (Ciudad de Mexico),"petroleum, silver, copper, gold, lead, zinc, natural gas, timber","high, rugged mountains; low coastal plains; high plateaus; desert",varies from tropical to desert,76.1 years(2017),"11.6 deaths/1,000 live births(2017)","1- Diabetes Mellitus, 2- Coronary Heart Disease, 3- Stroke, 4- Violence, 5- Lung Disease (2017)","$19,500 2017 EST.",18.74 Mexican Pesos to 1 U.S. Dollar (March 2018),$2.57 vs $5.28 US,1.9% (2017),48.2% (2014),30 and 123rd/176 (2016),64.8 overall (2018),94.5% (2015),"Roman Catholic 82.7%, Pentecostal 1.6%, Jehovah's Witness 1.4%, other Evangelical Churches 5%, other 1.9%, none 4.7%, unspecified 2.7% (2010 est.)","Spanish only 92.7%, Spanish and indigenous languages 5.7%, indigenous only 0.8%, unspecified 0.8%. note: indigenous languages include various Mayan, Nahuatl, and other regional languages (2005).","124,574,795 (July 2017)"
Russia,Russia,Central Europe,20/100 (2018),semi-presidential federation,Moscow,"wide natural resource base including major deposits of oil, natural gas, coal, and many strategic minerals, reserves of rare earth elements, timber",broad plain with low hills west of Urals; vast coniferous forest and tundra in Siberia; uplands and mountains along southern border regions,ranges from steppes in the south through humid continental in much of European Russia; subarctic in Siberia to tundra climate in the polar north; winters vary from cool along Black Sea coast to frigid in Siberia; summers vary from warm in the steppes to cool along Arctic coast,71 years(2017),"6.8 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- HIV/AIDS, 4- Other Injuries, 5- Lung Cancers (2017)","$27,900 2017 EST.",57.52 Russian Rubles to 1 U.S. Dollar (March 2018),$2.29 vs $5.28 US,1.6% (2017),37.7% (2015),29 and 131st/176 (2016),58.2 overall (2018),99.7% (2015),"Russian Orthodox 15-20%, Muslim 10-15%, other Christian 2% (2006 est.) note: estimates are of practicing worshipers; Russia has large populations of non-practicing believers and non-believers, a legacy of over seven decades of Soviet rule; Russia officially recognizes Orthodox Christianity, Islam, Judaism, and Buddhism as traditional religions.","Russian (official) 85.7%, Tatar 3.2%, Chechen 1%, other 10.1%. note: data represent native language spoken (2010 est.)","142,257,519 (July 2017)"
Georgia,Georgia,Central Europe,64/100 (2018),semi-presidential republic,Tbilisi,"timber, hydropower, manganese deposits, iron ore, copper, minor coal and oil deposits; coastal climate and soils allow for important tea and citrus growth",largely mountainous with Great Caucasus Mountains in the north and Lesser Caucasus Mountains in the south; Kolkhet'is Dablobi (Kolkhida Lowland) opens to the Black Sea in the west; Mtkvari River Basin in the east; fertile soils in river valley flood plains and foothills of Kolkhida Lowland,warm and pleasant; Mediterranean-like on Black Sea coast,76.4 years(2017),"15.2 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Disease, 4- Hypertension, 5- Rheumatic Heart Disease (2017)","$10,600 2017 EST.",2.44 Laris to 1 U.S. Dollar (March 2018),No Data,4.2% (2017),38.5% (2015),57 and 44th/176 (2016),76.2 overall (2018),99.8% (2015),"Orthodox (official) 83.4%, Muslim 10.7%, Armenian Apostolic 2.9%, other 1.2% (includes Catholic, Jehovah's Witness, Yazidi, Protestant, Jewish), none 0.5%, unspecified/no answer 1.2% (2014 est.)","Georgian (official) 87.6%, Azeri 6.2%, Armenian 3.9%, Russian 1.2%, other 1%. note: Abkhaz is the official language in Abkhazia (2014 est.)","4,926,330 (July 2017)"
Amenia,Amenia,Central Europe,44/100 (2018),parliamentary democracy,Yerevan,"small deposits of gold, copper, molybdenum, zinc, bauxite",Armenian Highland with mountains; little forest land; fast flowing rivers; good soil in Aras River valley,"highland continental, hot summers, cold winters",74.9 years(2017),"12.7 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Breast Cancer, 5- Lung Diseases (2017)","$9,100 2017 EST.",480.41 Drams to 1 U.S. Dollar (March 2018),No Data,2.9% (2017),32.4% (2015),33 and 113th/176 (2016),68.7 overall (2018),99.7%  (2015),"Armenian Apostolic 92.6%, Evangelical 1%, other 2.4%, none 1.1%, unspecified 2.9% (2011 est.)","Armenian (official) 97.9%, Kurdish (spoken by Yezidi minority) 1%, other 1% (2011 est.)","3,045,191 (July 2017)"
Azerbaijan,Azerbaijan,Central Europe,12/100 (2018),presidential republic,"Baku (Baki, Baky)","petroleum, natural gas, iron ore, nonferrous metals, bauxite","large, flat Kur-Araz Ovaligi (Kura-Araks Lowland, much of it below sea level) with Great Caucasus Mountains to the north, Qarabag Yaylasi (Karabakh Upland) to the west; Baku lies on Abseron Yasaqligi (Apsheron Peninsula) that juts into Caspian Sea","dry, semiarid steppe",72.8 years(2017),"23.8 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Liver Disease, 4-Influenza and Pneumonia, 5- Hypertension. (2017)","$17,400 2017 EST.",1.70 Azerbaijani Manats to 1 U.S. Dollar (March 2018),No Data,1.3% (2017),31.8% (2008),30 and 123rd/176 (2016),64.3 overall (2018),99.8%  (2016),"Muslim 96.9% (predominantly Shia), Christian 3%, other <0.1, unaffiliated <0.1 (2010 est.) note: religious affiliation is still nominal in Azerbaijan; percentages for actual practicing adherents are much lower","Azerbaijani (Azeri) (official) 92.5%, Russian 1.4%, Armenian 1.4%, other 4.7% (2009 est.)","9,961,396 (July 2017)"
Hungary,Hungary,Central Europe,72/100 (2018),parliamentary republic,Budapest,"bauxite, coal, natural gas, fertile soils, arable land",mostly flat to rolling plains; hills and low mountains on the Slovakian border,"temperate; cold, cloudy, humid winters; warm summers",76.1 years(2017),"4.9 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Hypertension, 5- Colon-Rectum Cancers (2017)","$28,900  2017 EST.",252.96 Forints to 1 U.S. Dollar (March 2018),$3.43 vs $5.28 US,3.4% (2017),30.9% (2014),48 and 57th/176 (2016),66.7 overall (2018),99.1%  (2015),"Roman Catholic 37.2%, Calvinist 11.6%, Lutheran 2.2%, Greek Catholic 1.8%, other 1.9%, none 18.2%, unspecified 27.2% (2011 est.)","Hungarian (official) 99.6%, English 16%, German 11.2%, Russian 1.6%, Romanian 1.3%, French 1.2%, other 4.2%. note: shares sum to more than 100% because some respondents gave more than one answer on the census; Hungarian is the mother tongue of 98.9% of Hungarian speakers (2011 est.)","9,850,845 (July 2017)"
Macedonia,Macedonia,Central Europe,58/100 (2018),parliamentary republic,Skopje,"low-grade iron ore, copper, lead, zinc, chromite, manganese, nickel, tungsten, gold, silver, asbestos, gypsum, timber, arable land","mountainous with deep basins and valleys; three large lakes, each divided by a frontier line; country bisected by the Vardar River","warm, dry summers and autumns; relatively cold winters with heavy snowfall",76.4 years(2017),"7.4 deaths/1,000 live births(2017)","1- Stroke, 2- Inflammatory/Heart Disease, 3- Coronary Heart Disease, 4- Lung Cancers, 5- Diabetes Mellitus (2017)","$15,200 2017 EST.",50.02 Macedonian Denars to 1 U.S. Dollar (March 2018),No Data,3.2% (2017),35.6% (2015),37 and 90th/176 (2016),71.3 overall (2018),97.8% (2015),"Macedonian Orthodox 64.8%, Muslim 33.3%, other Christian 0.4%, other and unspecified 1.5% (2002 est.)","Macedonian (official) 66.5%, Albanian 25.1%, Turkish 3.5%, Romani 1.9%, Serbian 1.2%, other 1.8% (2002 est.) note: minority languages are co-official with Macedonian in municipalities where they are spoken by at least 20% of the population; Albanian is co-official in Tetovo, Brvenica, Vrapciste, and other municipalities; Turkish is co-official in Centar Zupa and Plasnica; Romani is co-official in Suto Orizari; Aromanian is co-official in Drusevo; Serbian is co-official in Cucer Sandevo","2,103,721 (July 2017)"
Albania,Albania,Central Europe,68/100 (2018),parliamentary republic,Tirana (Tirane),"petroleum, natural gas, coal, bauxite, chromite, copper, iron ore, nickel, salt, timber, hydropower, arable land",mostly mountains and hills; small plains along coast,"mild temperate; cool, cloudy, wet winters; hot, clear, dry summers; interior is cooler and wetter",78.5 years(2017),"11.9 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Influenza and Pneumonia, 4- Lung Cancers, 5- Lung Disease (2017)","$12,500 2017 EST.",106.72 Leke to 1 U.S. Dollar (March 2018),No Data,3.7% (2017),29% (2012),39 and 83rd/ 176 (2016),64.5 overall (2018),97.6%  (2015),"Muslim 56.7%, Roman Catholic 10%, Orthodox 6.8%, atheist 2.5%, Bektashi (a Sufi order) 2.1%, other 5.7%, unspecified 16.2%. note: all mosques and churches were closed in 1967 and religious observances prohibited; in November 1990, Albania began allowing private religious practice (2011 est.)","Albanian 98.8% (official - derived from Tosk dialect), Greek 0.5%, other 0.6% (including Macedonian, Romani, Vlach, Turkish, Italian, and Serbo-Croatian), unspecified 0.1% (2011 est.)","3,047,987 (July 2017)"
Montenegro,Montenegro,Central Europe,67/100 (2018),parliamentary republic,"Podgorica; note - Cetinje retains the status of ""Old Royal Capital""","bauxite, hydroelectricity",highly indented coastline with narrow coastal plain backed by rugged high limestone mountains and plateaus,"Mediterranean climate, hot dry summers and autumns and relatively cold winters with heavy snowfalls inland",No Data,No Data,No Data,"$17,400 2017 EST.",0.81 Euros to 1 U.S. Dollar (March 2018),No Data,2.8% (2017),31.9% (2015),45 and 64th/176 (2016),64.3 overall (2018),98.7%  (2015),"Orthodox 72.1%, Muslim 19.1%, Catholic 3.4%, atheist 1.2%, other 1.5%, unspecified 2.6% (2011 est.)","Serbian 42.9%, Montenegrin (official) 37%, Bosnian 5.3%, Albanian 5.3%, Serbo-Croat 2%, other 3.5%, unspecified 4% (2011 est.)","642,550 (July 2017)"
Croatia,Croatia,Central Europe,86/100 (2018),parliamentary republic,Zagreb,"oil, some coal, bauxite, low-grade iron ore, calcium, gypsum, natural asphalt, silica, mica, clays, salt, hydropower","geographically diverse; flat plains along Hungarian border, low mountains and highlands near Adriatic coastline and islands","Mediterranean and continental; continental climate predominant with hot summers and cold winters; mild winters, dry summers along coast",76.1 years(2017),"9.3 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Colon-Rectum Cancers, 5- Breast Cancer (2017)","$24,100 2017 EST.",6.05 Kuna to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US ,2.7% (2017),32.2% (2014),49 and 55th/176 (2016),61.0 overall (2018),99.3% (2015),"Roman Catholic 86.3%, Orthodox 4.4%, Muslim 1.5%, other 1.5%, unspecified 2.5%, not religious or atheist 3.8% (2011)","Croatian (official) 95.6%, Serbian 1.2%, other 3% (including Hungarian, Czech, Slovak, and Albanian), unspecified 0.2% (2011 est.)","4,292,095 (July 2017)"
Bulgaria,Bulgaria,Central Europe,80/100 (2018),parliamentary republic,Sofia,"bauxite, copper, lead, zinc, coal, timber, arable land",mostly mountains with lowlands in north and southeast,"temperate; cold, damp winters; hot, dry summers",74.7 years(2017),"8.4 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Hypertension, 4- Lung Cancers, 5- Lung Disease (2017)","$21,600 2017 EST.",1.59 Leva to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US,3.2% (2017),37.4% (2014),41 and 75th/176 (2016),68.3 overall (2018),98.4% (2015),"Eastern Orthodox 59.4%, Muslim 7.8%, other (including Catholic, Protestant, Armenian Apostolic Orthodox, and Jewish) 1.7%, none 3.7%, unspecified 27.4% (2011 est.)","Bulgarian (official) 76.8%, Turkish 8.2%, Romani 3.8%, other 0.7%, unspecified 10.5% (2011 est.)","7,101,510 (July 2017)"
Romania,Romania,Central Europe,84/100 (2018),semi-presidential republic,Bucharest,"petroleum (reserves declining), timber, natural gas, coal, iron ore, salt, arable land, hydropower",central Transylvanian Basin is separated from the Moldavian Plateau on the east by the Eastern Carpathian Mountains and separated from the Walachian Plain on the south by the Transylvanian Alps,"temperate; cold, cloudy winters with frequent snow and fog; sunny summers with frequent showers and thunderstorms",75.4 years(2017),"9.4 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Hypertension, 4- Liver Disease, 5- Lung Cancers (2017)","$24,000 2017 EST.",3.79 Lei to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US,4.4% (2017),27.5% (2013),48 and 57th/176 (2016),69.4 overall (2018),98.8% (2015),"Eastern Orthodox (including all sub-denominations) 81.9%, Protestant (various denominations including Reformed and Pentecostal) 6.4%, Roman Catholic 4.3%, other (includes Muslim) 0.9%, none or atheist 0.2%, unspecified 6.3% (2011 est.)","Romanian (official) 85.4%, Hungarian 6.3%, Romani 1.2%, other 1%, unspecified 6.1% (2011 est.)","21,529,967 (July 2017)"
Serbia,Serbia,Central Europe,74/100 (2018),parliamentary republic,Belgrade (Beograd),"oil, gas, coal, iron ore, copper, zinc, antimony, chromite, gold, silver, magnesium, pyrite, limestone, marble, salt, arable land","extremely varied; to the north, rich fertile plains; to the east, limestone ranges and basins; to the southeast, ancient mountains and hills","in the north, continental climate (cold winters and hot, humid summers with well-distributed rainfall); in other parts, continental and Mediterranean climate (relatively cold winters with heavy snowfall and hot, dry summers and autumns)",75.7 years(2017),"5.8 deaths/1,000 live births(2017)",,"$15,200 2017 EST.",96.14 Dinars to 1 U.S. Dollar (March 2018),No Data,3.5% (2017),29.1% (2013),42 and 72nd/176 (2016),62.5 overall (2018),98.8% (2016),"Orthodox 84.6%, Catholic 5%, Muslim 3.1%, Protestant 1%, atheist 1.1%, other 0.8% (includes agnostics, other Christians, Eastern religionists, Jewish), undeclared or unknown 4.5% (2011 est.)","Serbian (official) 88.1%, Hungarian 3.4%, Bosnian 1.9%, Romani 1.4%, other 3.4%, undeclared or unknown 1.8%. note: Serbian, Hungarian, Slovak, Romanian, Croatian, and Ruthenian (Rusyn) are official in the Autonomous Province of Vojvodina (2011 est.)","7,111,024  (July 2017) note: does not include the population of Kosovo"
Bosnia,Bosnia,Central Europe,55/100 (2018),parliamentary republic,Sarajevo,"coal, iron ore, bauxite, copper, lead, zinc, chromite, cobalt, manganese, nickel, clay, gypsum, salt, sand, timber, hydropower",mountains and valleys,"hot summers and cold winters; areas of high elevation have short, cool summers and long, severe winters; mild, rainy winters along coast",76.9 years(2017),"5.5 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Lung Cancers, 4- Lung Disease, 5- Diabetes Mellitus (2017)","$11,400 2017 EST.",1.59 konvertibilna markas to 1 U.S. Dollar (March 2018),No Data,2.6% (2017),33.1% (2007),39 and 83rd/ 176 (2016),61.4 overall (2018),98.5%  (2015),"Muslim 50.7%, Orthodox 30.7%, Roman Catholic 15.2%, atheist 0.8%, agnostic 0.3%, other 1.2%, undeclared/no answer 1.1% (2013 est.)","Bosnian (official) 52.9%, Serbian (official) 30.8%, Croatian (official) 14.6%, other 1.6%, no answer 0.2% (2013 est.)","3,856,181 (July 2017)"
Ukraine,Ukraine,Central Europe,62/100 (2018),semi-presidential republic,Kyiv (Kiev),"iron ore, coal, manganese, natural gas, oil, salt, sulfur, graphite, titanium, magnesium, kaolin, nickel, mercury, timber, arable land","mostly fertile plains (steppes) and plateaus, with mountains found only in the west (the Carpathians) or in the extreme south of the Crimean Peninsula","temperate continental; Mediterranean only on the southern Crimean coast; precipitation disproportionately distributed, highest in west and north, lesser in east and southeast; winters vary from cool along the Black Sea to cold farther inland; warm summers across the greater part of the country, hot in the south",72.1 years(2017),"7.8 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- HIV/AIDS, 4- Liver Disease, 5- Lung Cancers (2017)","$8,700  2017 EST.",26.06 Hryvnia to 1 U.S. Dollar (March 2018),$1.64 vs $5.28 US,3.2% (2017),25.5% (2015),29 and 131st/176 (2016),51.9 overall (2018),99.8% (2015),"Orthodox (includes Ukrainian Autocephalous Orthodox (UAOC), Ukrainian Orthodox - Kyiv Patriarchate (UOC-KP), Ukrainian Orthodox - Moscow Patriarchate (UOC-MP)), Ukrainian Greek Catholic, Roman Catholic, Protestant, Muslim, Jewish. note: Ukraine's population is overwhelmingly Christian; the vast majority - up to two-thirds - identify themselves as Orthodox, but many do not specify a particular branch; the UOC-KP and the UOC-MP each represent less than a quarter of the country's population, the Ukrainian Greek Catholic Church accounts for 8-10%, and the UAOC accounts for 1-2%; Muslim and Jewish adherents each compose less than 1% of the total population (2013 est.)","Ukrainian (official) 67.5%, Russian (regional language) 29.6%, ther (includes small Crimean Tatar-, Moldovan/Romanian-, and Hungarian-speaking minorities) 2.9% (2001 est.) note: 2012 legislation enables a language spoken by at least 10% of an oblast's population to be given the status of ""regional language,"" allowing for its use in courts, schools, and other government institutions; Ukrainian remains the country's only official nationwide language","44,033,874 (July 2017)"
Moldova,Moldova,Central Europe,61/100 (2018),parliamentary republic,Chisinau in Romanian (Kishinev in Russian),"lignite, phosphorites, gypsum, limestone, arable land","rolling steppe, gradual slope south to Black Sea","moderate winters, warm summers",71 years(2017),"12 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Liver Disease, 4- Hypertension, 5- Influenza and Pneumonia (2017)","$5,700 2017 EST.",16.50 Moldovan Lei to 1 U.S. Dollar (March 2018),No Data,3.7% (2017),27% (2015),30 and 123rd/176 (2016),58.4 overall (2018),99.4% (2015),"Orthodox 90.1%, other Christian 2.6%, other 0.1%, agnostic <.1%, atheist 0.2%, unspecified 6.9% (2014 est.)","Moldovan/Romanian 80.2% (official) (56.7% identify their mother tongue as Moldovan, which is virtually the same as Romanian; 23.5% identify Romanian as their mother tongue), Russian 9.7%, Gagauz 4.2% (a Turkish language), Ukrainian 3.9%, Bulgarian 1.5%, Romani 0.3%, other 0.2% (2014 est.)  ","3,474,121 (July 2017)"
Belarus,Belarus,Central Europe,21/100 (2018),"presidential republic in name, although in fact a dictatorship",Minsk,"timber, peat deposits, small quantities of oil and natural gas, granite, dolomitic limestone, marl, chalk, sand, gravel, clay",generally flat with much marshland,"cold winters, cool and moist summers; transitional between continental and maritime",73 years(2017),"3.6 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Other Injuries, 4- Liver Disease, 5- Lung Cancers (2017)","$18,600 2017 EST.",1.96 Belarusian rubles to 1 U.S. Dollar (March 2018),No Data,0.7% (2017),26.7% (2015),40 and 79th/176 (2016),58.1 overall (2018),99.7% (2015),"Orthodox 48.3%, Catholic 7.1%, other 3.5%, non-believers 41.1% (2011 est.)","Russian (official) 70.2%, Belarusian (official) 23.4%, other 3.1% (includes small Polish- and Ukrainian-speaking minorities), unspecified 3.3% (2009 est.)","9,549,747 (July 2017)"
Lithuania,Lithuania,Central Europe,91/100 (2018),semi-presidential republic,Vilnius,"peat, arable land, amber","lowland, many scattered small lakes, fertile soil","transitional, between maritime and continental; wet, moderate winters and summers",75 years(2017),"3.8 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Suicide, 4- Liver Disease, 5- Prostate Cancer (2017)","$31,900 2017 EST.",2.81 Litai to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US,3.5% (2017),37.4% (2014),59 and 38th/176 (2016),75.3 overall (2018),99.8% (2015),"Roman Catholic 77.2%, Russian Orthodox 4.1%, Old Believer 0.8%, Evangelical Lutheran 0.6%, Evangelical Reformist 0.2%, other (including Sunni Muslim, Jewish, Greek Catholic, and Karaite) 0.8%, none 6.1%, unspecified 10.1% (2011 est.)","Lithuanian (official) 82%, Russian 8%, Polish 5.6%, other 0.9%, unspecified 3.5% (2011 est.)","2,823,859 (July 2017)"
Latvia,Latvia,Central Europe,87/100 (2018),parliamentary republic,Riga,"peat, limestone, dolomite, amber, hydropower, timber, arable land",low plain,"maritime; wet, moderate winters",74.7 years(2017),"5.2 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Hypertension, 4- Prostate Cancer, 5- Lung Cancers (2017)","$27,300 2017 EST.",0.57 Lati to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US,3.9% (2017),35.1% (2015),57 and 44th/176 (2016),73.6 overall (2018),99.9% (2015),"Lutheran 19.6%, Orthodox 15.3%, other Christian 1%, other 0.4%, unspecified 63.7% (2006)","Latvian (official) 56.3%, Russian 33.8%, other 0.6% (includes Polish, Ukrainian, and Belarusian), unspecified 9.4%. (2011)","1,944,643 (July 2017)"
Estonia,Estonia,Central Europe,94/100 (2018),parliamentary republic,Tallinn,"oil shale, peat, rare earth elements, phosphorite, clay, limestone, sand, dolomite, arable land, sea mud","marshy, lowlands; flat in the north, hilly in the south","maritime; wet, moderate winters, cool summers",76.9 years(2017),"3.8 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Hypertension, 3- Stroke, 4- Lung Cancers, 5- Prostate Cancer (2017)","$31,500 2017 EST.",0.81 Euros to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US,3.7% (2017),34.6% (2014),70 and 22nd/176 (2016),78.8 overall (2018),99.8% (2015),"Lutheran 9.9%, Orthodox 16.2%, other Christian (including Methodist, Seventh-Day Adventist, Roman Catholic, Pentecostal) 2.2%, other 0.9%, none 54.1%, unspecified 16.7% (2011 est.)","Estonian (official) 68.5%, Russian 29.6%, Ukrainian 0.6%, other 1.2%, unspecified 0.1% (2011 est.)","1,251,581 (July 2017)"
Slovakia,Slovakia,Central Europe,89/100 (2018),parliamentary republic,Bratislava,"lignite, small amounts of iron ore, copper and manganese ore; salt; arable land",rugged mountains in the central and northern part and lowlands in the south,"temperate; cool summers; cold, cloudy, humid winters",77.3 years(2017),"5.1 deaths/1,000 live births(2017)","1- Coronary Heart Disease, 2- Stroke, 3- Influenza and Pneumonia, 4- Lung Cancers, 5- Colon-Rectum Cancers (2017)","$32,900 2017 EST.",0.81 Euros to 1 U.S. Dollar (March 2018),$4.84 vs $5.28 US,3.7% (2017),26.1% (2014),51 and 54th/176 (2016),65.3 overall (2018),No Data,"Roman Catholic 62%, Protestant 8.2%, Greek Catholic 3.8%, other or unspecified 12.5%, none 13.4% (2011 est.)","Slovak (official) 78.6%, Hungarian 9.4%, Roma 2.3%, Ruthenian 1%, other or unspecified 8.8% (2011 est.)","5,445,829 (July 2017)"
